Timestamp,Signal Type,Price
2025-05-08 06:02:00,SELL,98773.02
2025-05-08 06:03:00,SELL,98750.68
2025-05-08 06:04:00,SELL,98763.0
2025-05-08 06:05:00,SELL,98784.89
2025-05-08 06:06:00,SELL,98809.53
2025-05-08 06:07:00,SELL,98827.99
2025-05-08 06:08:00,SELL,98846.99
2025-05-08 06:09:00,SELL,98857.11
2025-05-08 06:10:00,SELL,98833.33
2025-05-08 06:11:00,SELL,98839.85
2025-05-08 06:12:00,SELL,98877.22
2025-05-08 06:13:00,SELL,98884.7
2025-05-08 06:14:00,SELL,98896.83
2025-05-08 06:15:00,SELL,98886.38
2025-05-08 06:16:00,SELL,98868.01
2025-05-08 06:17:00,SELL,98868.01
2025-05-08 06:18:00,SELL,98819.99
2025-05-08 06:19:00,SELL,98843.87
2025-05-08 06:20:00,BUY,98878.48
2025-05-08 06:21:00,BUY,98825.39
2025-05-08 06:22:00,BUY,98866.79
2025-05-08 06:23:00,BUY,98827.24
2025-05-08 06:24:00,BUY,98852.18
2025-05-08 06:25:00,BUY,98836.09
2025-05-08 06:26:00,BUY,98858.42
2025-05-08 06:27:00,BUY,98848.0
2025-05-08 06:28:00,BUY,98835.74
2025-05-08 06:29:00,BUY,98835.27
2025-05-08 06:30:00,BUY,98835.74
2025-05-08 06:31:00,BUY,98810.33
2025-05-08 06:32:00,BUY,98810.33
2025-05-08 06:33:00,BUY,98801.58
2025-05-08 06:34:00,BUY,98830.76
2025-05-08 06:35:00,BUY,98824.0
2025-05-08 06:36:00,BUY,98845.17
2025-05-08 06:37:00,BUY,98845.18
2025-05-08 06:38:00,BUY,98879.99
2025-05-08 06:39:00,BUY,98868.56
2025-05-08 06:40:00,BUY,98877.33
2025-05-08 06:41:00,BUY,98869.09
2025-05-08 06:42:00,BUY,98886.35
2025-05-08 06:43:00,BUY,98901.0
2025-05-08 06:44:00,BUY,98911.8
2025-05-08 06:45:00,BUY,98929.98
2025-05-08 06:46:00,BUY,98924.14
2025-05-08 06:47:00,BUY,98885.06
2025-05-08 06:48:00,BUY,98866.71
2025-05-08 06:49:00,BUY,98905.06
2025-05-08 06:50:00,BUY,98969.99
2025-05-08 06:51:00,BUY,98946.98
2025-05-08 06:52:00,BUY,98945.66
2025-05-08 06:53:00,BUY,98980.0
2025-05-08 06:54:00,BUY,98979.99
2025-05-08 06:55:00,BUY,98980.0
2025-05-08 06:56:00,BUY,98997.01
2025-05-08 06:57:00,BUY,98987.49
2025-05-08 06:58:00,BUY,99015.29
2025-05-08 06:59:00,BUY,99039.99
2025-05-08 07:00:00,BUY,99043.65
2025-05-08 07:01:00,BUY,99087.31
2025-05-08 07:02:00,BUY,99080.01
2025-05-08 07:03:00,BUY,99048.0
2025-05-08 07:04:00,BUY,99050.0
2025-05-08 07:05:00,BUY,99048.0
2025-05-08 07:06:00,BUY,99099.99
2025-05-08 07:07:00,BUY,99134.96
2025-05-08 07:08:00,BUY,99149.99
2025-05-08 07:09:00,BUY,99169.85
2025-05-08 07:10:00,BUY,99151.73
2025-05-08 07:11:00,BUY,99151.74
2025-05-08 07:12:00,BUY,99151.73
2025-05-08 07:13:00,BUY,99118.57
2025-05-08 07:14:00,BUY,99133.44
2025-05-08 07:15:00,BUY,99149.05
2025-05-08 07:16:00,BUY,99139.99
2025-05-08 07:17:00,BUY,99139.99
2025-05-08 07:18:00,BUY,99126.88
2025-05-08 07:19:00,BUY,99171.99
2025-05-08 07:20:00,BUY,99179.5
2025-05-08 07:21:00,BUY,99199.99
2025-05-08 07:22:00,BUY,99196.94
2025-05-08 07:23:00,BUY,99292.0
2025-05-08 07:24:00,BUY,99274.01
2025-05-08 07:25:00,BUY,99251.39
2025-05-08 07:26:00,BUY,99232.91
2025-05-08 07:27:00,BUY,99237.59
2025-05-08 07:28:00,BUY,99259.99
2025-05-08 07:29:00,BUY,99319.47
2025-05-08 07:30:00,BUY,99240.01
2025-05-08 07:31:00,BUY,99240.26
2025-05-08 07:32:00,BUY,99214.59
2025-05-08 07:33:00,BUY,99354.39
2025-05-08 07:34:00,BUY,99332.02
2025-05-08 07:35:00,BUY,99279.62
2025-05-08 07:36:00,BUY,99228.5
2025-05-08 07:37:00,BUY,99220.0
2025-05-08 07:38:00,BUY,99229.17
2025-05-08 07:39:00,BUY,99239.13
2025-05-08 07:40:00,BUY,99240.36
2025-05-08 07:41:00,BUY,99250.0
2025-05-08 07:42:00,BUY,99299.99
2025-05-08 07:43:00,BUY,99245.43
2025-05-08 07:44:00,BUY,99345.91
2025-05-08 07:45:00,BUY,99288.13
2025-05-08 07:46:00,BUY,99270.0
2025-05-08 07:47:00,BUY,99262.3
2025-05-08 07:48:00,BUY,99268.93
2025-05-08 07:49:00,BUY,99268.92
2025-05-08 07:50:00,BUY,99291.05
2025-05-08 07:51:00,BUY,99285.71
2025-05-08 07:52:00,BUY,99220.54
2025-05-08 07:53:00,BUY,99215.54
2025-05-08 07:54:00,BUY,99206.86
2025-05-08 07:55:00,BUY,99235.15
2025-05-08 07:56:00,BUY,99209.56
2025-05-08 07:57:00,BUY,99239.13
2025-05-08 07:58:00,BUY,99239.13
2025-05-08 07:59:00,BUY,99252.34
2025-05-08 08:00:00,BUY,99221.59
2025-05-08 08:01:00,BUY,99266.31
2025-05-08 08:02:00,BUY,99319.84
2025-05-08 08:03:00,BUY,99333.33
2025-05-08 08:04:00,BUY,99368.71
2025-05-08 08:05:00,BUY,99382.01
2025-05-08 08:06:00,BUY,99396.82
2025-05-08 08:07:00,BUY,99600.0
